date,team,line
01/02/14,MIA,-4.5
01/02/14,GSW,4.5
01/02/14,UTA,-5.5
01/02/14,MIL,5.5
01/02/14,SAC,-8.5
01/02/14,PHI,8.5
01/02/14,SAS,-11.0
01/02/14,NYK,11.0
01/02/14,PHX,-5.0
01/02/14,MEM,5.0
01/02/14,OKC,-12.0
01/02/14,BKN,12.0
01/02/14,POR,-11.5
01/02/14,CHA,11.5
01/03/14,BOS,3.5
01/03/14,NOP,-3.5
01/03/14,ATL,3.0
01/03/14,GSW,-3.0
01/03/14,LAL,-3.5
01/03/14,UTA,3.5
01/03/14,DAL,2.5
01/03/14,LAC,-2.5
01/03/14,DEN,-4.0
01/03/14,MEM,4.0
01/03/14,HOU,-11.5
01/03/14,NYK,11.5
01/03/14,WAS,-3.0
01/03/14,TOR,3.0
01/04/14,CHI,-5.0
01/04/14,ATL,5.0
01/04/14,SAC,-5.0
01/04/14,CHA,5.0
01/04/14,ORL,10.0
01/04/14,MIA,-10.0
01/04/14,BKN,-7.0
01/04/14,CLE,7.0
01/04/14,IND,-11.5
01/04/14,NOP,11.5
01/04/14,SAS,-9.5
01/04/14,LAC,9.5
01/04/14,PHX,-8.0
01/04/14,MIL,8.0
01/04/14,MIN,-2.0
01/04/14,OKC,2.0
01/04/14,POR,-12.5
01/04/14,PHI,12.5
01/05/14,CLE,9.0
01/05/14,IND,-9.0
01/05/14,MIA,-6.0
01/05/14,TOR,6.0
01/05/14,LAL,2.5
01/05/14,DEN,-2.5
01/05/14,DAL,-6.5
01/05/14,NYK,6.5
01/05/14,DET,-2.5
01/05/14,MEM,2.5
01/05/14,OKC,-10.5
01/05/14,BOS,10.5
01/05/14,WAS,3.0
01/05/14,GSW,-3.0
01/06/14,LAC,-8.5
01/06/14,ORL,8.5
01/06/14,BKN,-2.5
01/06/14,ATL,2.5
01/06/14,PHI,7.0
01/06/14,MIN,-7.0
01/07/14,CHA,1.0
01/07/14,WAS,-1.0
01/07/14,MIL,10.0
01/07/14,GSW,-10.0
01/07/14,CHI,1.0
01/07/14,PHX,-1.0
01/07/14,CLE,-5.5
01/07/14,PHI,5.5
01/07/14,MEM,5.5
01/07/14,SAS,-5.5
01/07/14,MIA,-8.5
01/07/14,NOP,8.5
01/07/14,UTA,6.5
01/07/14,OKC,-6.5
01/07/14,SAC,5.0
01/07/14,POR,-5.0
01/07/14,NYK,-3.0
01/07/14,DET,3.0
01/07/14,DAL,-10.0
01/07/14,LAL,10.0
01/07/14,DEN,-7.5
01/07/14,BOS,7.5
01/07/14,IND,-8.0
01/07/14,TOR,8.0
01/08/14,LAC,-10.5
01/08/14,BOS,10.5
01/08/14,ATL,4.0
01/08/14,IND,-4.0
01/08/14,BKN,6.0
01/08/14,GSW,-6.0
01/08/14,NOP,-3.0
01/08/14,WAS,3.0
01/08/14,TOR,-6.0
01/08/14,DET,6.0
01/08/14,HOU,-14.0
01/08/14,LAL,14.0
01/08/14,SAS,-6.5
01/08/14,DAL,6.5
01/08/14,MIN,-8.0
01/08/14,PHX,8.0
01/08/14,POR,-13.0
01/08/14,ORL,13.0
01/09/14,NYK,7.5
01/09/14,MIA,-7.5
01/09/14,DEN,3.5
01/09/14,OKC,-3.5
01/10/14,MIL,4.0
01/10/14,CHI,-4.0
01/10/14,LAC,-11.0
01/10/14,LAL,11.0
01/10/14,MEM,-3.0
01/10/14,PHX,3.0
01/10/14,ATL,3.0
01/10/14,HOU,-3.0
01/10/14,UTA,-1.5
01/10/14,CLE,1.5
01/10/14,SAC,-7.0
01/10/14,ORL,7.0
01/10/14,BKN,5.0
01/10/14,MIA,-5.0
01/10/14,IND,-9.5
01/10/14,WAS,9.5
01/10/14,NOP,2.0
01/10/14,DAL,-2.0
01/10/14,PHI,3.5
01/10/14,DET,-3.5
01/10/14,MIN,-10.0
01/10/14,CHA,10.0
01/10/14,GSW,-11.0
01/10/14,BOS,11.0
01/11/14,CHI,-4.5
01/11/14,CHA,4.5
01/11/14,DAL,-8.0
01/11/14,NOP,8.0
01/11/14,DEN,-12.5
01/11/14,ORL,12.5
01/11/14,DET,-1.0
01/11/14,PHX,1.0
01/11/14,TOR,-9.5
01/11/14,BKN,9.5
01/11/14,PHI,5.0
01/11/14,NYK,-5.0
01/11/14,OKC,-15.0
01/11/14,MIL,15.0
01/11/14,POR,-12.0
01/11/14,BOS,12.0
01/11/14,WAS,2.5
01/11/14,HOU,-2.5
01/12/14,MEM,-5.0
01/12/14,ATL,5.0
01/12/14,SAC,-3.5
01/12/14,CLE,3.5
01/12/14,SAS,-6.0
01/12/14,MIN,6.0
01/13/14,CHI,-2.5
01/13/14,WAS,2.5
01/13/14,BOS,6.5
01/13/14,HOU,-6.5
01/13/14,UTA,6.0
01/13/14,DEN,-6.0
01/13/14,NYK,-3.5
01/13/14,PHX,3.5
01/13/14,DAL,-12.5
01/13/14,ORL,12.5
01/13/14,NOP,6.0
01/13/14,SAS,-6.0
01/13/14,TOR,-11.0
01/13/14,MIL,11.0
01/14/14,CHA,-1.0
01/14/14,NYK,1.0
01/14/14,MEM,0.0
01/14/14,OKC,-0.0
01/14/14,LAL,3.0
01/14/14,CLE,-3.0
01/14/14,IND,-10.5
01/14/14,SAC,10.5
01/15/14,MIL,5.5
01/15/14,MEM,-5.5
01/15/14,BOS,4.0
01/15/14,TOR,-4.0
01/15/14,LAC,-4.5
01/15/14,DAL,4.5
01/15/14,ORL,5.0
01/15/14,CHI,-5.0
01/15/14,NOP,5.0
01/15/14,HOU,-5.0
01/15/14,PHI,-1.5
01/15/14,CHA,1.5
01/15/14,SAS,-13.5
01/15/14,UTA,13.5
01/15/14,PHX,-10.0
01/15/14,LAL,10.0
01/15/14,MIN,-9.5
01/15/14,SAC,9.5
01/15/14,POR,-11.0
01/15/14,CLE,11.0
01/15/14,GSW,-7.5
01/15/14,DEN,7.5
01/15/14,WAS,5.5
01/15/14,MIA,-5.5
01/16/14,ATL,0.0
01/16/14,BKN,-0.0
01/16/14,IND,-9.5
01/16/14,NYK,9.5
01/16/14,HOU,-2.5
01/16/14,OKC,2.5
01/17/14,BOS,-6.5
01/17/14,LAL,6.5
01/17/14,MEM,-5.5
01/17/14,SAC,5.5
01/17/14,NYK,4.0
01/17/14,LAC,-4.0
01/17/14,ORL,1.0
01/17/14,CHA,-1.0
01/17/14,DEN,-6.5
01/17/14,CLE,6.5
01/17/14,DET,-6.0
01/17/14,UTA,6.0
01/17/14,TOR,-1.0
01/17/14,MIN,1.0
01/17/14,PHI,10.5
01/17/14,MIA,-10.5
01/17/14,SAS,-5.5
01/17/14,POR,5.5
01/17/14,PHX,1.5
01/17/14,DAL,-1.5
01/17/14,OKC,-1.0
01/17/14,GSW,1.0
01/17/14,WAS,-4.5
01/17/14,CHI,4.5
01/18/14,CHA,7.5
01/18/14,MIA,-7.5
01/18/14,CHI,-8.5
01/18/14,PHI,8.5
01/18/14,DAL,1.5
01/18/14,POR,-1.5
01/18/14,IND,-9.0
01/18/14,LAC,9.0
01/18/14,NOP,4.5
01/18/14,GSW,-4.5
01/18/14,HOU,-13.5
01/18/14,MIL,13.5
01/18/14,MIN,-10.5
01/18/14,UTA,10.5
01/18/14,WAS,-5.5
01/18/14,DET,5.5
01/19/14,ORL,2.5
01/19/14,BOS,-2.5
01/19/14,TOR,-9.0
01/19/14,LAL,9.0
01/19/14,SAS,-15.0
01/19/14,MIL,15.0
01/19/14,PHX,0.0
01/19/14,DEN,-0.0
01/19/14,OKC,-8.5
01/19/14,SAC,8.5
01/20/14,CHA,4.5
01/20/14,TOR,-4.5
01/20/14,CHI,-9.0
01/20/14,LAL,9.0
01/20/14,CLE,1.0
01/20/14,DAL,-1.0
01/20/14,MEM,-7.5
01/20/14,NOP,7.5
01/20/14,ATL,5.0
01/20/14,MIA,-5.0
01/20/14,NYK,1.5
01/20/14,BKN,-1.5
01/20/14,DET,3.5
01/20/14,LAC,-3.5
01/20/14,HOU,-2.5
01/20/14,POR,2.5
01/20/14,GSW,-1.0
01/20/14,IND,1.0
01/20/14,WAS,-10.0
01/20/14,PHI,10.0
01/21/14,MIA,-9.0
01/21/14,BOS,9.0
01/21/14,UTA,4.5
01/21/14,MIN,-4.5
01/21/14,BKN,-9.5
01/21/14,ORL,9.5
01/21/14,NOP,1.5
01/21/14,SAC,-1.5
01/21/14,OKC,-6.5
01/21/14,POR,6.5
01/22/14,CHA,5.5
01/22/14,LAC,-5.5
01/22/14,MIL,4.5
01/22/14,DET,-4.5
01/22/14,CLE,-3.5
01/22/14,CHI,3.5
01/22/14,NYK,-7.0
01/22/14,PHI,7.0
01/22/14,ORL,4.5
01/22/14,ATL,-4.5
01/22/14,TOR,-2.5
01/22/14,DAL,2.5
01/22/14,HOU,-10.0
01/22/14,SAC,10.0
01/22/14,SAS,-5.5
01/22/14,OKC,5.5
01/22/14,PHX,6.0
01/22/14,IND,-6.0
01/22/14,WAS,-8.5
01/22/14,BOS,8.5
01/23/14,MIA,-11.5
01/23/14,LAL,11.5
01/23/14,POR,-7.0
01/23/14,DEN,7.0
01/24/14,CHI,3.0
01/24/14,LAC,-3.0
01/24/14,CLE,-8.5
01/24/14,MIL,8.5
01/24/14,BOS,6.0
01/24/14,OKC,-6.0
01/24/14,ATL,5.0
01/24/14,SAS,-5.0
01/24/14,SAC,11.0
01/24/14,IND,-11.0
01/24/14,NYK,-4.0
01/24/14,CHA,4.0
01/24/14,ORL,-2.0
01/24/14,LAL,2.0
01/24/14,BKN,-2.0
01/24/14,DAL,2.0
01/24/14,DET,-3.5
01/24/14,NOP,3.5
01/24/14,HOU,-5.5
01/24/14,MEM,5.5
01/24/14,PHI,6.0
01/24/14,TOR,-6.0
01/24/14,PHX,-3.5
01/24/14,WAS,3.5
01/24/14,GSW,-3.0
01/24/14,MIN,3.0
01/25/14,CHA,1.5
01/25/14,CHI,-1.5
01/25/14,MIL,2.5
01/25/14,ATL,-2.5
01/25/14,MEM,1.5
01/25/14,HOU,-1.5
01/25/14,UTA,0.0
01/25/14,WAS,0.0
01/25/14,DEN,2.5
01/25/14,IND,-2.5
01/25/14,TOR,-1.0
01/25/14,LAC,1.0
01/25/14,PHI,8.5
01/25/14,OKC,-8.5
01/25/14,POR,-7.0
01/25/14,MIN,7.0
01/26/14,CLE,-2.0
01/26/14,PHX,2.0
01/26/14,BOS,4.0
01/26/14,BKN,-4.0
01/26/14,MIA,-4.0
01/26/14,SAS,4.0
01/26/14,SAC,3.5
01/26/14,DEN,-3.5
01/26/14,NYK,-6.0
01/26/14,LAL,6.0
01/26/14,DAL,-6.5
01/26/14,DET,6.5
01/26/14,NOP,-6.5
01/26/14,ORL,6.5
01/26/14,GSW,-6.0
01/26/14,POR,6.0
01/27/14,MIL,10.0
01/27/14,LAC,-10.0
01/27/14,CHI,3.5
01/27/14,MIN,-3.5
01/27/14,UTA,-7.0
01/27/14,SAC,7.0
01/27/14,BKN,-3.5
01/27/14,TOR,3.5
01/27/14,PHI,5.5
01/27/14,PHX,-5.5
01/27/14,OKC,-9.5
01/27/14,ATL,9.5
01/28/14,CLE,-2.0
01/28/14,NOP,2.0
01/28/14,NYK,-6.0
01/28/14,BOS,6.0
01/28/14,LAL,10.0
01/28/14,IND,-10.0
01/28/14,DET,-7.0
01/28/14,ORL,7.0
01/28/14,HOU,0.0
01/28/14,SAS,0.0
01/28/14,POR,-5.0
01/28/14,MEM,5.0
01/28/14,GSW,-8.0
01/28/14,WAS,8.0
01/29/14,MIL,8.5
01/29/14,PHX,-8.5
01/29/14,BOS,-4.0
01/29/14,PHI,4.0
01/29/14,LAC,-8.5
01/29/14,WAS,8.5
01/29/14,MIA,-3.5
01/29/14,OKC,3.5
01/29/14,SAC,5.0
01/29/14,MEM,-5.0
01/29/14,DAL,-3.5
01/29/14,HOU,3.5
01/29/14,DEN,-7.5
01/29/14,CHA,7.5
01/29/14,TOR,-10.5
01/29/14,ORL,10.5
01/29/14,SAS,-7.5
01/29/14,CHI,7.5
01/29/14,MIN,-10.5
01/29/14,NOP,10.5
01/30/14,NYK,-6.5
01/30/14,CLE,6.5
01/30/14,IND,-11.0
01/30/14,PHX,11.0
01/30/14,GSW,-6.0
01/30/14,LAC,6.0
01/31/14,UTA,5.5
01/31/14,GSW,-5.5
01/31/14,LAL,-2.5
01/31/14,CHA,2.5
01/31/14,ORL,-6.0
01/31/14,MIL,6.0
01/31/14,DAL,-8.0
01/31/14,SAC,8.0
01/31/14,BKN,5.0
01/31/14,OKC,-5.0
01/31/14,DEN,-1.0
01/31/14,TOR,1.0
01/31/14,PHI,5.0
01/31/14,ATL,-5.0
01/31/14,MIN,1.5
01/31/14,MEM,-1.5
02/01/14,LAC,-13.0
02/01/14,UTA,13.0
02/01/14,MEM,-12.5
02/01/14,MIL,12.5
02/01/14,ATL,-3.5
02/01/14,MIN,3.5
02/01/14,NYK,5.0
02/01/14,MIA,-5.0
02/01/14,IND,-11.0
02/01/14,BKN,11.0
02/01/14,NOP,0.0
02/01/14,CHI,-0.0
02/01/14,DET,-9.5
02/01/14,PHI,9.5
02/01/14,HOU,-11.5
02/01/14,CLE,11.5
02/01/14,SAS,-10.5
02/01/14,SAC,10.5
02/01/14,PHX,-9.0
02/01/14,CHA,9.0
02/01/14,POR,-7.0
02/01/14,TOR,7.0
02/01/14,WAS,4.5
02/01/14,OKC,-4.5
02/02/14,BOS,-6.0
02/02/14,ORL,6.0
02/03/14,MIL,7.5
02/03/14,NYK,-7.5
02/03/14,MIA,-9.5
02/03/14,DET,9.5
02/03/14,UTA,4.5
02/03/14,TOR,-4.5
02/03/14,SAC,0.0
02/03/14,CHI,-0.0
02/03/14,DAL,-9.0
02/03/14,CLE,9.0
02/03/14,BKN,-11.0
02/03/14,PHI,11.0
02/03/14,DEN,1.5
02/03/14,LAC,-1.5
02/03/14,IND,-15.5
02/03/14,ORL,15.5
02/03/14,NOP,4.0
02/03/14,SAS,-4.0
02/03/14,OKC,-8.0
02/03/14,MEM,8.0
02/03/14,WAS,0.0
02/03/14,POR,-0.0
02/04/14,ATL,3.0
02/04/14,IND,-3.0
02/04/14,PHX,-8.0
02/04/14,CHI,8.0
02/04/14,MIN,-10.5
02/04/14,LAL,10.5
02/04/14,GSW,-10.0
02/04/14,CHA,10.0
02/05/14,CLE,-7.0
02/05/14,LAL,7.0
02/05/14,LAC,-1.5
02/05/14,MIA,1.5
02/05/14,MEM,-3.0
02/05/14,DAL,3.0
02/05/14,SAC,-1.0
02/05/14,TOR,1.0
02/05/14,NYK,2.5
02/05/14,POR,-2.5
02/05/14,ORL,2.5
02/05/14,DET,-2.5
02/05/14,DEN,-12.0
02/05/14,MIL,12.0
02/05/14,NOP,-3.0
02/05/14,ATL,3.0
02/05/14,HOU,-7.5
02/05/14,PHX,7.5
02/05/14,PHI,3.0
02/05/14,BOS,-3.0
02/05/14,OKC,-10.5
02/05/14,MIN,10.5
02/05/14,WAS,1.5
02/05/14,SAS,-1.5
02/06/14,BKN,-6.5
02/06/14,SAS,6.5
02/06/14,GSW,-8.0
02/06/14,CHI,8.0
02/07/14,BOS,1.5
02/07/14,SAC,-1.5
02/07/14,LAC,-5.5
02/07/14,TOR,5.5
02/07/14,NYK,-1.5
02/07/14,DEN,1.5
02/07/14,ORL,9.0
02/07/14,OKC,-9.0
02/07/14,DAL,-9.5
02/07/14,UTA,9.5
02/07/14,IND,-5.5
02/07/14,POR,5.5
02/07/14,NOP,0.0
02/07/14,MIN,0.0
02/07/14,DET,-2.0
02/07/14,BKN,2.0
02/07/14,PHI,-3.5
02/07/14,LAL,3.5
02/07/14,WAS,-9.0
02/07/14,CLE,9.0
02/08/14,CHA,4.0
02/08/14,SAS,-4.0
02/08/14,MIL,11.0
02/08/14,HOU,-11.0
02/08/14,ATL,-1.0
02/08/14,MEM,1.0
02/08/14,UTA,9.5
02/08/14,MIA,-9.5
02/08/14,DET,-2.0
02/08/14,DEN,2.0
02/08/14,PHX,-4.5
02/08/14,GSW,4.5
02/08/14,MIN,3.0
02/08/14,POR,-3.0
02/09/14,CLE,3.0
02/09/14,MEM,-3.0
02/09/14,BOS,4.5
02/09/14,DAL,-4.5
02/09/14,LAC,-16.0
02/09/14,PHI,16.0
02/09/14,LAL,2.5
02/09/14,CHI,-2.5
02/09/14,ORL,8.0
02/09/14,IND,-8.0
02/09/14,BKN,-5.0
02/09/14,NOP,5.0
02/09/14,OKC,-9.5
02/09/14,NYK,9.5
02/09/14,WAS,-5.5
02/09/14,SAC,5.5
02/10/14,MIL,1.0
02/10/14,BOS,-1.0
02/10/14,IND,-11.0
02/10/14,DEN,11.0
02/10/14,DET,3.0
02/10/14,SAS,-3.0
02/10/14,TOR,-7.0
02/10/14,NOP,7.0
02/10/14,MIN,5.0
02/10/14,HOU,-5.0
02/10/14,GSW,-15.5
02/10/14,PHI,15.5
02/11/14,CHA,3.5
02/11/14,DAL,-3.5
02/11/14,CHI,-2.0
02/11/14,ATL,2.0
02/11/14,CLE,0.0
02/11/14,SAC,-0.0
02/11/14,MEM,-4.5
02/11/14,WAS,4.5
02/11/14,LAL,-1.5
02/11/14,UTA,1.5
02/11/14,PHX,3.0
02/11/14,MIA,-3.0
02/11/14,POR,-1.0
02/11/14,OKC,1.0
02/12/14,MIL,7.0
02/12/14,NOP,-7.0
02/12/14,BOS,3.5
02/12/14,SAS,-3.5
02/12/14,LAC,-9.0
02/12/14,POR,9.0
02/12/14,UTA,-7.5
02/12/14,PHI,7.5
02/12/14,NYK,-6.0
02/12/14,SAC,6.0
02/12/14,ORL,2.0
02/12/14,MEM,-2.0
02/12/14,BKN,-7.5
02/12/14,CHA,7.5
02/12/14,IND,-9.0
02/12/14,DAL,9.0
02/12/14,DET,-7.5
02/12/14,CLE,7.5
02/12/14,TOR,-6.5
02/12/14,ATL,6.5
02/12/14,HOU,-9.0
02/12/14,WAS,9.0
02/12/14,MIN,-6.5
02/12/14,DEN,6.5
02/12/14,GSW,0.0
02/12/14,MIA,-0.0
02/13/14,CHI,-4.0
02/13/14,BKN,4.0
02/13/14,LAL,11.0
02/13/14,OKC,-11.0
02/18/14,MIL,2.5
02/18/14,ORL,-2.5
02/18/14,LAC,-5.5
02/18/14,SAS,5.5
02/18/14,MEM,-5.5
02/18/14,NYK,5.5
02/18/14,DAL,2.5
02/18/14,MIA,-2.5
02/18/14,DEN,2.0
02/18/14,PHX,-2.0
02/18/14,IND,-10.0
02/18/14,ATL,10.0
02/18/14,DET,-4.5
02/18/14,CHA,4.5
02/18/14,PHI,4.0
02/18/14,CLE,-4.0
02/18/14,WAS,-2.5
02/18/14,TOR,2.5
02/19/14,CHA,-3.0
02/19/14,DET,3.0
02/19/14,CLE,-6.0
02/19/14,ORL,6.0
02/19/14,ATL,-1.0
02/19/14,WAS,1.0
02/19/14,UTA,3.5
02/19/14,BKN,-3.5
02/19/14,SAC,5.0
02/19/14,GSW,-5.0
02/19/14,LAL,8.5
02/19/14,HOU,-8.5
02/19/14,NOP,-3.5
02/19/14,NYK,3.5
02/19/14,TOR,-2.5
02/19/14,CHI,2.5
02/19/14,PHX,-6.5
02/19/14,BOS,6.5
02/19/14,MIN,3.0
02/19/14,IND,-3.0
02/19/14,POR,-2.0
02/19/14,SAS,2.0
02/20/14,MIL,4.5
02/20/14,DEN,-4.5
02/20/14,OKC,-3.0
02/20/14,MIA,3.0
02/20/14,GSW,0.0
02/20/14,HOU,-0.0
02/21/14,CHA,-3.5
02/21/14,NOP,3.5
02/21/14,CHI,-7.5
02/21/14,DEN,7.5
02/21/14,MEM,1.5
02/21/14,LAC,-1.5
02/21/14,LAL,-2.0
02/21/14,BOS,2.0
02/21/14,ORL,2.5
02/21/14,NYK,-2.5
02/21/14,DET,-4.0
02/21/14,ATL,4.0
02/21/14,TOR,-8.0
02/21/14,CLE,8.0
02/21/14,PHI,12.5
02/21/14,DAL,-12.5
02/21/14,PHX,1.0
02/21/14,SAS,-1.0
02/21/14,POR,-8.5
02/21/14,UTA,8.5
02/22/14,CHA,2.5
02/22/14,MEM,-2.5
02/22/14,MIL,11.5
02/22/14,IND,-11.5
02/22/14,ATL,-2.5
02/22/14,NYK,2.5
02/22/14,UTA,5.0
02/22/14,MIN,-5.0
02/22/14,SAC,-8.0
02/22/14,BOS,8.0
02/22/14,DET,3.5
02/22/14,DAL,-3.5
02/22/14,GSW,-6.0
02/22/14,BKN,6.0
02/22/14,WAS,-6.0
02/22/14,NOP,6.0
02/23/14,CLE,1.5
02/23/14,WAS,-1.5
02/23/14,MIA,-7.0
02/23/14,CHI,7.0
02/23/14,LAL,2.5
02/23/14,BKN,-2.5
02/23/14,DEN,-5.0
02/23/14,SAC,5.0
02/23/14,TOR,-11.0
02/23/14,ORL,11.0
02/23/14,PHX,1.5
02/23/14,HOU,-1.5
02/23/14,OKC,-5.0
02/23/14,LAC,5.0
02/23/14,POR,-4.0
02/23/14,MIN,4.0
02/24/14,UTA,-4.0
02/24/14,BOS,4.0
02/24/14,NYK,3.0
02/24/14,DAL,-3.0
02/24/14,NOP,4.5
02/24/14,LAC,-4.5
02/24/14,DET,3.5
02/24/14,GSW,-3.5
02/24/14,PHI,2.0
02/24/14,MIL,-2.0
02/25/14,CLE,3.5
02/25/14,TOR,-3.5
02/25/14,ATL,2.0
02/25/14,CHI,-2.0
02/25/14,SAC,4.5
02/25/14,HOU,-4.5
02/25/14,DEN,2.5
02/25/14,POR,-2.5
02/25/14,IND,-13.5
02/25/14,LAL,13.5
02/25/14,PHX,-3.5
02/25/14,MIN,3.5
02/25/14,WAS,-9.5
02/25/14,ORL,9.5
02/26/14,CHI,3.0
02/26/14,GSW,-3.0
02/26/14,BOS,-3.0
02/26/14,ATL,3.0
02/26/14,LAC,-5.5
02/26/14,HOU,5.5
02/26/14,MEM,-11.0
02/26/14,LAL,11.0
02/26/14,UTA,-2.0
02/26/14,PHX,2.0
02/26/14,DAL,-7.5
02/26/14,NOP,7.5
02/26/14,PHI,4.0
02/26/14,ORL,-4.0
02/26/14,SAS,-10.5
02/26/14,DET,10.5
02/26/14,OKC,-14.5
02/26/14,CLE,14.5
02/26/14,POR,-3.0
02/26/14,BKN,3.0
02/27/14,MIA,-8.5
02/27/14,NYK,8.5
02/27/14,DEN,2.0
02/27/14,BKN,-2.0
02/27/14,IND,-15.0
02/27/14,MIL,15.0
02/27/14,TOR,-5.0
02/27/14,WAS,5.0
02/28/14,CLE,-4.0
02/28/14,UTA,4.0
02/28/14,NYK,5.5
02/28/14,GSW,-5.5
02/28/14,LAL,-2.5
02/28/14,SAC,2.5
02/28/14,DAL,-4.0
02/28/14,CHI,4.0
02/28/14,SAS,-9.0
02/28/14,CHA,9.0
02/28/14,PHX,-7.5
02/28/14,NOP,7.5
02/28/14,OKC,-6.0
02/28/14,MEM,6.0
03/01/14,MIL,6.5
03/01/14,BKN,-6.5
03/01/14,BOS,7.5
03/01/14,IND,-7.5
03/01/14,LAC,-12.0
03/01/14,NOP,12.0
03/01/14,MEM,-9.0
03/01/14,CLE,9.0
03/01/14,MIA,-14.0
03/01/14,ORL,14.0
03/01/14,SAC,4.5
03/01/14,MIN,-4.5
03/01/14,HOU,-10.5
03/01/14,DET,10.5
03/01/14,PHI,11.5
03/01/14,WAS,-11.5
03/01/14,POR,-11.5
03/01/14,DEN,11.5
03/02/14,CHI,-7.0
03/02/14,NYK,7.0
03/02/14,ORL,-10.5
03/02/14,PHI,10.5
03/02/14,IND,-11.0
03/02/14,UTA,11.0
03/02/14,TOR,2.5
03/02/14,GSW,-2.5
03/02/14,SAS,-6.0
03/02/14,DAL,6.0
03/02/14,PHX,-8.0
03/02/14,ATL,8.0
03/02/14,OKC,-10.5
03/02/14,CHA,10.5
03/03/14,MIL,-1.0
03/03/14,UTA,1.0
03/03/14,MIA,-12.0
03/03/14,CHA,12.0
03/03/14,SAC,-4.5
03/03/14,NOP,4.5
03/03/14,BKN,-3.5
03/03/14,CHI,3.5
03/03/14,DEN,5.5
03/03/14,MIN,-5.5
03/03/14,DET,-4.0
03/03/14,NYK,4.0
03/03/14,POR,-12.0
03/03/14,LAL,12.0
03/03/14,WAS,1.5
03/03/14,MEM,-1.5
03/04/14,CLE,7.5
03/04/14,SAS,-7.5
03/04/14,LAL,-2.5
03/04/14,NOP,2.5
03/04/14,IND,-5.0
03/04/14,GSW,5.0
03/04/14,HOU,-1.0
03/04/14,MIA,1.0
03/04/14,PHX,4.0
03/04/14,LAC,-4.0
03/04/14,OKC,-21.0
03/04/14,PHI,21.0
03/05/14,CHA,4.5
03/05/14,IND,-4.5
03/05/14,MIL,3.5
03/05/14,SAC,-3.5
03/05/14,BOS,5.5
03/05/14,GSW,-5.5
03/05/14,ORL,8.0
03/05/14,HOU,-8.0
03/05/14,BKN,-1.0
03/05/14,MEM,1.0
03/05/14,DEN,4.5
03/05/14,DAL,-4.5
03/05/14,DET,4.0
03/05/14,CHI,-4.0
03/05/14,MIN,-8.5
03/05/14,NYK,8.5
03/05/14,POR,-9.5
03/05/14,ATL,9.5
03/05/14,WAS,-8.0
03/05/14,UTA,8.0
03/06/14,LAL,11.0
03/06/14,LAC,-11.0
03/06/14,SAS,-3.0
03/06/14,MIA,3.0
03/06/14,PHX,6.0
03/06/14,OKC,-6.0
03/07/14,CHA,-5.0
03/07/14,CLE,5.0
03/07/14,CHI,-1.0
03/07/14,MEM,1.0
03/07/14,BOS,4.5
03/07/14,BKN,-4.5
03/07/14,NYK,-7.0
03/07/14,UTA,7.0
03/07/14,DAL,-2.5
03/07/14,POR,2.5
03/07/14,DEN,-9.5
03/07/14,LAL,9.5
03/07/14,NOP,-8.0
03/07/14,MIL,8.0
03/07/14,TOR,-6.5
03/07/14,SAC,6.5
03/07/14,HOU,-4.5
03/07/14,IND,4.5
03/07/14,MIN,-9.5
03/07/14,DET,9.5
03/07/14,GSW,-9.5
03/07/14,ATL,9.5
03/08/14,MIL,7.5
03/08/14,WAS,-7.5
03/08/14,CLE,0.0
03/08/14,NYK,0.0
03/08/14,LAC,-14.5
03/08/14,ATL,14.5
03/08/14,MEM,-8.5
03/08/14,CHA,8.5
03/08/14,PHI,6.5
03/08/14,UTA,-6.5
03/08/14,SAS,-15.0
03/08/14,ORL,15.0
03/09/14,CHI,4.0
03/09/14,MIA,-4.0
03/09/14,BOS,-1.0
03/09/14,DET,1.0
03/09/14,LAL,12.0
03/09/14,OKC,-12.0
03/09/14,DAL,0.0
03/09/14,IND,-0.0
03/09/14,BKN,-7.0
03/09/14,SAC,7.0
03/09/14,NOP,-3.0
03/09/14,DEN,3.0
03/09/14,HOU,-5.5
03/09/14,POR,5.5
03/09/14,MIN,-5.0
03/09/14,TOR,5.0
03/09/14,GSW,-7.0
03/09/14,PHX,7.0
03/10/14,CHA,-5.5
03/10/14,DEN,5.5
03/10/14,MIL,0.0
03/10/14,ORL,-0.0
03/10/14,LAC,-10.0
03/10/14,PHX,10.0
03/10/14,MIA,-7.5
03/10/14,WAS,7.5
03/10/14,UTA,2.0
03/10/14,ATL,-2.0
03/10/14,NYK,-15.5
03/10/14,PHI,15.5
03/10/14,BKN,-3.0
03/10/14,TOR,3.0
03/11/14,CHI,5.0
03/11/14,SAS,-5.0
03/11/14,MEM,-3.0
03/11/14,POR,3.0
03/11/14,IND,-11.5
03/11/14,BOS,11.5
03/11/14,DET,-3.0
03/11/14,SAC,3.0
03/11/14,OKC,-4.5
03/11/14,HOU,4.5
03/11/14,MIN,-14.5
03/11/14,MIL,14.5
03/11/14,GSW,-5.5
03/11/14,DAL,5.5
03/12/14,BOS,4.0
03/12/14,NYK,-4.0
03/12/14,LAC,-7.5
03/12/14,GSW,7.5
03/12/14,MIA,-8.5
03/12/14,BKN,8.5
03/12/14,UTA,5.0
03/12/14,DAL,-5.0
03/12/14,ORL,2.5
03/12/14,DEN,-2.5
